Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
17505273353,"Feb 24, 2026, 12:24:59 PM",Strength Workout,Weight Training, 2026-02-24 20:24:59 HUAWEI Fit SE,1845,0,168.0,21,,"",,activities/18602670334.fit.gz,,,1845.0,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,168.0,143.0,,,265.0,,,21.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17504263123,"Feb 24, 2026, 10:33:18 AM",Indoor run,Run, 2026-02-24 18:33:18 HUAWEI Fit SE,3500,1.25,118.0,8,,,Adidas Lite Racer 4.0 Cloudfoam,activities/18601655663.fit.gz,,,3500.0,3500.0,1250.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0,,,86.0,45.0,118.0,98.0,,,241.0,,,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,0.357,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17503611684,"Feb 24, 2026, 9:16:10 AM",Indoor run,Run, 2026-02-24 17:16:10 HUAWEI Fit SE,4365,1.24,143.0,10,,,Adidas Lite Racer 4.0 Cloudfoam,activities/18601000629.fit.gz,,,4365.0,4365.0,1240.0,0.0,0.284,0.0,0.0,0.0,0.0,0.0,0.0,,,88.0,48.0,143.0,102.0,,,317.0,,,10.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,0.284,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17501643243,"Feb 24, 2026, 3:49:36 AM",Indoor run,Run, 2026-02-24 11:49:36 HUAWEI Fit SE,4535,1.82,109.0,7,,,Adidas Lite Racer 4.0 Cloudfoam,activities/18599011640.fit.gz,,,4535.0,4535.0,1820.0,0.0,0.401,0.0,0.0,0.0,0.0,0.0,0.0,,,104.0,49.0,109.0,84.0,,,221.0,,,7.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,0.401,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17490245024,"Feb 23, 2026, 1:24:36 AM",Indoor run,Run, 2026-02-23 09:24:36 HUAWEI Fit SE,3710,2.25,145.0,9,,,Adidas Lite Racer 4.0 Cloudfoam,activities/18587590383.fit.gz,,,3710.0,3710.0,2250.0,0.0,0.606,0.0,0.0,0.0,0.0,0.0,0.0,,,119.0,59.0,145.0,102.0,,,294.0,,,9.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,0.606,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17482044765,"Feb 22, 2026, 10:18:37 AM",Indoor run,Run, 2026-02-22 18:18:37 HUAWEI Fit SE,3965,3.01,115.0,8,,,Adidas Lite Racer 4.0 Cloudfoam,activities/18579331576.fit.gz,,,3965.0,3965.0,3010.0,0.0,0.759,0.0,0.0,0.0,0.0,0.0,0.0,,,127.0,67.0,115.0,95.0,,,271.0,,,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,0.759,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17478484724,"Feb 22, 2026, 1:16:42 AM",Indoor walk,Walk, 2026-02-22 09:16:42 HUAWEI Fit SE,1990,1.03,123.0,4,,,,activities/18575727968.fit.gz,,,1990.0,1990.0,1030.0,0.0,0.518,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,47.0,123.0,95.0,,,122.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.518,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17469510992,"Feb 21, 2026, 9:17:53 AM",Indoor walk,Walk, 2026-02-21 17:17:53 HUAWEI Fit SE,2703,1.15,157.0,8,,,,activities/18566708829.fit.gz,,,2703.0,2703.0,1150.0,0.0,0.425,0.0,0.0,0.0,0.0,0.0,0.0,,,98.0,45.0,157.0,111.0,,,219.0,,,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17458632433,"Feb 20, 2026, 8:29:02 AM",Indoor walk,Walk, 2026-02-20 16:29:02 HUAWEI Fit SE,2350,1.02,119.0,6,,,,activities/18555788621.fit.gz,,,2350.0,2350.0,1020.0,0.0,0.434,0.0,0.0,0.0,0.0,0.0,0.0,,,85.0,44.0,119.0,103.0,,,165.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17451297299,"Feb 19, 2026, 2:50:03 PM",Indoor walk,Walk, 2026-02-19 22:50:03 HUAWEI Fit SE,1566,1.02,95.0,2,,,,activities/18548437466.fit.gz,,,1566.0,1566.0,1020.0,0.0,0.651,0.0,0.0,0.0,0.0,0.0,0.0,,,67.0,43.0,95.0,83.0,,,67.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.651,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17446366328,"Feb 19, 2026, 1:54:56 AM",Indoor walk,Walk, 2026-02-19 09:54:56 HUAWEI Fit SE,2077,1.06,129.0,5,,,Adidas Lite Racer 4.0 Cloudfoam,activities/18543473894.fit.gz,,,2077.0,2077.0,1060.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,,,63.0,47.0,129.0,102.0,,,129.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,0.51,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17434212372,"Feb 17, 2026, 11:53:07 PM",Indoor Walk,Walk, 2026-02-18 07:53:07 HUAWEI Fit SE,2969,1.07,111.0,6,,,Adidas Lite Racer 4.0 Cloudfoam,activities/18531298139.fit.gz,,,2969.0,2969.0,1070.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,,,57.0,44.0,111.0,99.0,,,81.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,0.36,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17424231512,"Feb 17, 2026, 7:08:24 AM",Indoor Walk,Walk, 2026-02-17 15:08:24 HUAWEI Fit SE,1415,1.06,119.0,3,,,Vans Trek,activities/18521276449.fit.gz,,,1415.0,1415.0,1060.0,0.0,0.749,0.0,0.0,0.0,0.0,0.0,0.0,,,92.0,43.0,119.0,106.0,,,98.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,29991815.0,,,,,,,,,,,0.749,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
17112069951,"Jan 20, 2026, 7:06:35 AM",Indoor Run,Run, 2026-01-20 15:06:35 HUAWEI Fit SE,866,1.54,113.0,2,,,,activities/18206863116.fit.gz,,,866.0,866.0,1540.0,0.0,1.778,0.0,0.0,0.0,0.0,0.0,0.0,,,58.0,43.0,113.0,99.0,,,81.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.778,0.0,,,,,0.0,,,,,,,1.0,0.0,,,,0.0,,,,""
16808878611,"Dec 22, 2025, 8:52:49 AM",Outdoor run,Run,Run 2025-12-22 16:52:49 HUAWEI Fit SE,1585,4.37,188.0,79,,,Adidas Adizero Evo SL,activities/17900069425.fit.gz,,,1585.0,1585.0,4370.0,0.0,2.757,0.0,0.0,0.0,0.0,0.0,0.0,,,93.0,83.0,188.0,176.0,,,304.0,,,79.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.757,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16791452419,"Dec 20, 2025, 8:23:53 AM",Outdoor run,Run,Run 2025-12-20 16:23:53 HUAWEI Fit SE,7051,9.81,181.0,98,,,Adidas Adizero Evo SL,activities/17882381967.fit.gz,,,7051.0,3663.0,9818.3,10.017,2.68,101.5,101.2,6.7,53.4,16.9,0.0,,,90.0,74.0,181.0,160.0,,,545.0,,,98.0,,,,,,,,,,,0.0,,0.0,,1.0,9990.3,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,1.392,0.0,,,,,0.0,,,,2.73,,,1.0,,,,,,,,,""
16763116256,"Dec 16, 2025, 9:54:35 PM",Outdoor run,Run,Run 2025-12-17 05:54:35 HUAWEI Fit SE,8221,16.54,189.0,217,,,Adidas Adizero Evo SL,activities/17853644599.fit.gz,,,8221.0,6307.0,16543.0,8.819,2.623,127.9,129.7,1.1,53.4,10.1,0.0,,,91.0,78.0,189.0,166.0,,,945.0,,,217.0,,,,,,,,,,,0.0,,0.0,,1.0,16745.1,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.012,369.7,,,,,0.0,,,,2.655,,,0.0,,,,,,,,,""
16707679670,"Dec 10, 2025, 7:00:53 PM",3:00 AM Medium Run,Run,Run 2025-12-11 03:00:53 HUAWEI Fit SE,8213,15.20,194.0,273,,,Adidas Adizero Evo SL,activities/17797532533.fit.gz,,,8213.0,6219.0,15208.7,10.359,2.446,36.0,34.8,10.8,25.4,4.6,0.0,,,91.0,77.0,194.0,173.0,,,901.0,,,273.0,,,,,,,,,,,0.0,,0.0,,1.0,15239.2,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,1.852,0.0,,,,,0.0,,,,2.45,,,0.0,,,,,,,,,""
16700711330,"Dec 10, 2025, 6:12:37 AM",Outdoor walk,Walk,Walk 2025-12-10 14:12:37 HUAWEI Fit SE,1545,1.60,128.0,5,,,,activities/17790498955.fit.gz,,,1545.0,1545.0,1600.0,0.0,1.036,0.0,0.0,0.0,0.0,0.0,0.0,,,62.0,56.0,128.0,117.0,,,139.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.036,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16659687395,"Dec 5, 2025, 6:48:17 PM",2:48 AM Easy Run,Run,Run 2025-12-06 02:48:17 HUAWEI Fit SE,3251,6.53,185.0,73,,,Adidas Adizero Evo SL,activities/17748830495.fit.gz,,,3251.0,2391.0,6535.7,6.819,2.733,24.2,24.3,10.8,25.7,4.2,0.0,,,92.0,82.0,185.0,160.0,,,373.0,,,73.0,,,,,,,,,,,0.0,,0.0,,1.0,6556.4,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.01,9.8,,,,,0.0,,,,2.742,,,0.0,,,,,,,,,""
16651404369,"Dec 4, 2025, 6:55:47 PM",2:55 AM Recovery Run,Run,Run 2025-12-05 02:55:47 HUAWEI Fit SE,5193,10.17,185.0,121,,,Adidas Adizero Evo SL,activities/17740414329.fit.gz,,,5193.0,4551.0,10177.7,6.64,2.236,32.0,33.5,10.8,25.4,13.5,0.0,,,91.0,79.0,185.0,159.0,,,658.0,,,121.0,,,,,,,,,,,0.0,,0.0,,1.0,10208.0,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,1.96,4.9,,,,,0.0,,,,2.245,,,0.0,,,,,,,,,""
16633449098,"Dec 2, 2025, 7:34:35 PM",Outdoor walk,Walk,Walk 2025-12-03 03:34:35 HUAWEI Fit SE,891,0.83,113.0,2,,,,activities/17722214092.fit.gz,,,891.0,891.0,830.0,0.0,0.932,0.0,0.0,0.0,0.0,0.0,0.0,,,56.0,48.0,113.0,101.0,,,61.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.932,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16633448626,"Dec 2, 2025, 6:56:35 PM",Outdoor run,Run,Run 2025-12-03 02:56:35 HUAWEI Fit SE,490,0.82,179.0,3,,,Adidas Lite Racer 4.0 Cloudfoam,activities/17722213634.fit.gz,,,490.0,286.0,822.8,8.416,2.877,0.0,0.0,13.8,15.2,1.5,0.1,,,89.0,74.0,179.0,132.0,,,42.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,824.7,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.679,0.0,,,,,0.0,,,,2.884,,,0.0,,,,,,,,,""
16618965970,"Dec 1, 2025, 2:08:49 PM",Indoor run,Run, 2025-12-01 22:08:49 HUAWEI Fit SE,378,1.25,144.0,1,,,Adidas Lite Racer 4.0 Cloudfoam,activities/17707550260.fit.gz,,,378.0,378.0,1250.0,0.0,3.307,0.0,0.0,0.0,0.0,0.0,0.0,,,94.0,82.0,144.0,119.0,,,75.0,,,1.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,3.307,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16607056759,"Nov 30, 2025, 9:10:48 AM",Indoor run,Run, 2025-11-30 17:10:48 Huawei Health,454,1.36,,,,,Adidas Lite Racer 4.0 Cloudfoam,activities/17695418592.fit.gz,,,454.0,454.0,1361.0,0.0,2.998,0.0,0.0,0.0,0.0,0.0,0.0,,,124.0,94.0,,,,,76.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,2.998,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16596612312,"Nov 28, 2025, 7:15:13 PM",3:15 AM Medium Long Run,Run,"",6194,11.45,186.0,178,,"",Adidas Adizero Evo SL,activities/17684739088.fit.gz,,,6194.0,3308.0,11454.0,9.128,3.463,20.2,31.1,10.8,25.4,12.0,-0.1,,,90.0,78.0,186.0,176.0,,,370.0,,,178.0,,,,,,,,,,,0.0,,0.0,,1.0,11453.1,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,2.0,1.849,4.8,,,,8326.0,0.0,,,,3.462,,,0.0,,,,,,,,,""
16594497808,"Nov 28, 2025, 6:50:41 PM",2:50 AM Warm Up,Run,Run 2025-11-29 02:50:41 Huawei Health,1438,3.07,184.0,50,,,Adidas Lite Racer 4.0 Cloudfoam,activities/17682576776.fit.gz,,,1438.0,1264.0,3078.5,10.743,2.435,10.1,2.1,13.5,23.7,4.1,0.3,,,179.0,82.0,184.0,166.0,,,149.0,,,50.0,,,,,,,,,,,0.0,,0.0,,1.0,3106.8,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,2.141,0.0,,,,,0.0,,,,2.458,,,0.0,,,,,,,,,""
16527741688,"Nov 21, 2025, 7:23:12 PM",3:23 AM - Long Run for New York Road Runners Virtual Run,Run,Run 2025-11-22 03:23:12,8235,17.43,177.0,182,,"",Adidas Adizero Evo SL,activities/17614776690.fit.gz,,,8235.0,6236.0,17436.4,12.061,2.796,47.2,48.7,10.8,25.4,8.5,0.0,,,94.0,89.0,177.0,162.0,,,1006.0,,,182.0,,,,,,,,,,,0.0,,0.0,,1.0,17467.5,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.117,0.0,,,,,0.0,,,,2.801,,,0.0,,,,,,,,,""
16489027340,"Nov 17, 2025, 8:16:54 PM",Early Morning Outdoor Run,Run,Run 2025-11-18 04:16:54,5569,10.93,179.0,157,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/17575710952.fit.gz,,,5569.0,5569.0,10930.0,0.0,1.963,0.0,0.0,0.0,0.0,0.0,0.0,,,96.0,89.0,179.0,161.0,,,686.0,,,157.0,,,,,,1.0,,,,,,12.0,0.0,,1.0,,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.963,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16479040369,"Nov 16, 2025, 6:21:33 PM",2:21 AM Outdoor Run,Run,Run 2025-11-17 02:21:33,3445,6.47,180.0,60,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/17565663037.fit.gz,,,3445.0,2941.0,6470.3,6.285,2.2,24.1,24.1,10.8,25.4,4.3,0.0,,,91.0,75.0,180.0,155.0,,,398.0,,,60.0,,,,,,,,,,,,,0.0,,1.0,6490.6,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.878,4.9,,,,,0.0,,,,2.207,,,0.0,,,,,,,,,""
16478444461,"Nov 15, 2025, 8:08:10 PM",4:08 AM Outdoor Run,Run,Run 2025-11-16 04:08:10,4055,8.88,182.0,67,,"",Adidas Adizero Evo SL,activities/17565062813.fit.gz,,,4055.0,4055.0,8880.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,,,93.0,73.0,182.0,148.0,,,591.0,,,67.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.19,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16458544276,"Nov 14, 2025, 7:10:50 PM",3:10 AM Outdoor Run,Run,Run 2025-11-15 03:10:50,5543,11.12,184.0,121,,"",Adidas Adizero Evo SL,activities/17544920361.fit.gz,,,5543.0,5069.0,11128.4,4.067,2.195,31.3,33.1,10.8,25.4,4.3,0.0,,,95.0,78.0,184.0,158.0,,,730.0,,,121.0,,,,,,3.0,,,,,,42.0,0.0,,1.0,11154.4,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.008,6.6,,,,,0.0,,,,2.201,,,0.0,,,,,,,,,""
16428942912,"Nov 11, 2025, 8:33:47 PM",Cooldown,Run,Run 2025-11-12 04:33:47,1043,1.65,165.0,9,,"",Adidas Adizero Evo SL,activities/17515138568.fit.gz,,,1043.0,876.0,1657.2,3.077,1.892,0.0,0.0,13.5,15.2,1.0,-0.1,,,92.0,67.0,165.0,143.0,,,110.0,,,9.0,,,,,,2.0,,,,,,4.0,0.0,,1.0,1656.1,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,1.589,0.0,,,,,0.0,,,,1.891,,,0.0,,,,,,,,,""
16428504858,"Nov 11, 2025, 7:29:57 PM",Easy Run,Run,Run 2025-11-12 03:29:57,1991,5.06,179.0,90,,"",Adidas Adizero Evo SL,activities/17514700656.fit.gz,,,1991.0,1967.0,5064.3,4.181,2.575,0.0,0.0,15.9,17.5,5.5,0.0,,,91.0,88.0,179.0,174.0,,,332.0,,,90.0,,,,,,,,,,,,,0.0,,1.0,5068.2,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.544,0.0,,,,,0.0,,,,2.577,,,0.0,,,,,,,,,""
16428040446,"Nov 11, 2025, 6:42:34 PM",Outdoor Walk,Walk,Walk 2025-11-12 02:42:34,2113,2.67,128.0,6,,"",,activities/17514235824.fit.gz,,,2113.0,2042.0,2675.5,2.46,1.31,5.5,0.0,13.5,19.1,6.4,0.2,,,63.0,57.0,128.0,112.0,,,177.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,2688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.266,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16330238331,"Nov 2, 2025, 10:40:15 AM",Short Run,Run,"",1844,1.96,,,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/16330238331.gpx,,,1844.0,1121.0,1962.0,10.9,1.75,0.0,0.0,13.5,14.4,2.5,0.0,,,,,,,,,152.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1962.9,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.064,0.0,,,,,0.0,,,,1.751,,,0.0,,,,,,,,,""
16328856991,"Nov 2, 2025, 8:36:23 AM",Afternoon Run,Run,"",3130,6.34,,,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/16328856991.gpx,,,3130.0,2693.0,6340.1,3.87,2.354,9.9,8.2,7.8,15.6,11.6,0.0,,,,,,,,,492.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,6354.7,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,2.026,0.0,,,,,0.0,,,,2.36,,,0.0,,,,,,,,,""
16325731514,"Nov 1, 2025, 9:26:34 PM",Recovery Run,Run,"",2298,4.67,,,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/16325731514.gpx,,,2298.0,1771.0,4675.9,8.58,2.64,6.4,7.4,7.8,15.5,10.5,0.0,,,,,,,,,362.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4680.1,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,2.035,0.0,,,,,0.0,,,,2.643,,,0.0,,,,,,,,,""
16325731271,"Nov 1, 2025, 8:20:22 PM",Attempt Tempo,Run,"",2411,5.02,,,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/16325731271.gpx,,,2411.0,1811.0,5024.2,4.85,2.774,0.0,0.0,15.4,18.1,18.1,0.0,,,,,,,,,390.0,,,,,,,,,4.0,,,,,0.0,20.0,0.0,,1.0,5033.4,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,2.084,0.0,,,,,0.0,,,,2.779,,,0.0,,,,,,,,,""
16275781628,"Oct 27, 2025, 9:21:55 PM",Pain is just an Illusion,Run,"",2865,3.09,,,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/16275781628.gpx,,,2865.0,2783.0,3089.2,10.56,1.11,0.0,5.5,13.5,19.1,14.7,-0.1,,,,,,,,,239.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3088.4,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.078,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16275781187,"Oct 27, 2025, 9:10:30 PM",IR,Run,"",241,0.56,,,,,,activities/16275781187.gpx,,,241.0,236.0,559.0,3.39,2.369,0.0,0.0,16.4,17.4,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,559.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,0.0,,,,,0.0,,,,2.369,,,0.0,,,,,,,,,""
16275781123,"Oct 27, 2025, 8:46:18 PM",Run even Injured,Run,"",1337,1.55,,,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/16275781123.gpx,,,1337.0,1104.0,1554.3,2.86,1.408,0.0,0.0,15.9,17.4,2.9,0.0,,,,,,,,,120.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1554.9,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.163,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16275780712,"Oct 27, 2025, 8:13:55 PM",Recovery Run,Run,"",1678,3.71,,,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/16275780712.gpx,,,1678.0,1464.0,3717.5,4.02,2.539,0.0,0.0,15.9,17.5,2.0,0.0,,,,,,,,,288.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3718.5,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,2.215,0.0,,,,,0.0,,,,2.54,,,0.0,,,,,,,,,""
16275778808,"Oct 27, 2025, 7:35:40 PM",Warm Up,Run,"",1909,2.28,,,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/16275778808.gpx,,,1909.0,1560.0,2286.1,2.82,1.465,5.2,0.0,13.8,19.1,5.6,0.1,,,,,,,,,178.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2298.1,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.198,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16255791000,"Oct 25, 2025, 9:49:22 PM",Cool Down,Run,"",657,1.48,,,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/16255791000.gpx,,,657.0,651.0,1482.6,3.18,2.277,0.0,0.0,13.8,15.2,1.2,-0.1,,,,,,,,,115.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,1481.8,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,2.257,0.0,,,,,0.0,,,,2.276,,,0.0,,,,,,,,,""
16255790977,"Oct 25, 2025, 8:00:29 PM",36th National Statistics Month - RUN,Run,"",4367,10.14,,,,"",Adidas Adizero Evo SL,activities/16255790977.gpx,,,4367.0,4334.0,10143.0,5.1,2.34,0.0,0.0,15.9,17.5,2.3,0.0,,,,,,,,,786.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,10151.9,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.323,0.0,,,,,0.0,,,,2.342,,,0.0,,,,,,,,,""
16255790277,"Oct 25, 2025, 7:22:52 PM",Warm Up,Run,"",1999,2.42,,,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/16255790277.gpx,,,1999.0,1773.0,2428.2,2.26,1.37,4.9,0.0,13.8,18.9,7.9,0.2,,,,,,,,,189.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2441.9,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.215,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16215832419,"Oct 21, 2025, 8:39:03 PM",Slow Jog,Run,"",3589,4.93,,,,"",Adidas Lite Racer 4.0 Cloudfoam,activities/16215832419.gpx,,,3589.0,3322.0,4930.0,4.86,1.484,3.0,5.4,13.5,19.1,15.1,-0.1,,,,,,,,,382.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4933.2,,,,,,,,,,,,,,,,27118212.0,,,,,,,,,,,1.374,0.0,,,,,0.0,,,,1.485,,,0.0,,,,,,,,,""
16215831814,"Oct 21, 2025, 7:59:40 PM",Morning Run,Run,"",2118,5.00,,,,"",Adidas Adizero Evo SL,activities/16215831814.gpx,,,2118.0,1789.0,5005.4,7.1,2.798,0.0,0.0,16.8,17.5,1.3,0.0,,,,,,,,,388.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5007.8,,,,,,,,,,,,,,,,27116017.0,,,,,,,,,,,2.363,0.0,,,,,0.0,,,,2.799,,,0.0,,,,,,,,,""
